===== TABLE 1 =====
修订日期 | 版本 | 更改条款及内容 | 修订人
20250526 | 1.0 | 值域代码初版 | 裴卓
20250630 | 1.1 | 添加药品耗材服务项目值域 | 裴卓
20250703 | 1.2 | 修正LY.00.251 | 裴卓
20250725 | 1.3 | 新增：(1)LY.00.303 发生区域、(2)LY.00.304 相关因素类别 | 裴卓
20250806 | 1.4 | 删除值域： CV03.00.302 厨房排风设施类别代码表 CV03.00.303 燃料类型代码 CV03.00.115 饮水类别代码表 CV03.00.304 厕所类别代码表 LY.00.217 居住类型 LY.00.218 主要生活来源 LY.00.94 社会活动类型 LY.00.16 护理照顾情况代码 LY.00.15个人健康状况 LY.00.23 结案原因 LY.00.220 进餐评分代码 LY.00.221 梳洗评分代码 LY.00.222 穿衣评分代码 LY.00.223 活动评分代码 LY.00.219 如厕评分代码 LY.00.134中医保健指导代码 LY.00.171检查症状代码 LY.00.191老年人健康状态代码 LY.00.194老年人生活自理代码 LY.00.74 运动频率代码 LY.00.114 乳腺情况代码 LY.00.113 乳头（左）编码 LY.00.112 阴道代码 LY.00.56 罗音情况代码 LY.00.212 脑血管疾病情况代码 LY.00.121 肾脏疾病情况代码 LY.00.145 心脏疾病情况代码 LY.00.157血管疾病情况代码 LY.00.159 眼部疾病情况代码 LY.00.139 危险因素控制情况代码 LY.00.172 健教形式代码 LY.00.177 接收健康教育人员类别代码 LY.00.151 子宫颈临床表现代码 LY.00.185 附件症状代码 LY.00.169 既往史代码 LY.00.189 个人史代码 LY.00.123 孕产史代码 LY.00.115 胎盘娩出代码 LY.00.116 乳腺增生（左）编码 LY.00.118产时并发症 LY.00.35 健康指导情况代码 LY.00.163 出生情况代码 LY.00.199 家族成员所患疾病类别代码表 LY.00.225 母亲妊娠期间患病情况代码 LY.00.128 指导类型代码 LY.00.226 随访月龄代码 LY.00.168 公卫疾病诊断代码 LY.00.227公卫体弱原因类型代码 LY.00.229 体弱儿随访记录表评估代码 LY.00.170 家庭年人均收入代码 LY.00.230 转归类型代码 LY.00.124 诊断依据代码 LY.00.129 地点类型代码 LY.00.175 接生者类型代码 LY.00.130 死亡分类代码 LY.00.22 诊断级别代码 LY.00.141 未治疗原因代码 LY.00.14 其他心脑血管疾病危险因素代码 LY.00.13 并存的相关疾病代码 LY.00.232 高血压症状编码 LY.00.11 病人来源代码 LY.00.34 症状编码 LY.00.32 就业情况代码 LY.00.33 最近一次治疗效果 LY.00.28 危险行为代码 LY.00.25 失访原因 LY.00.27 危险级别编码 LY.00.122 生产劳动及工作编码 LY.00.29 治疗效果编码 LY.00.30 康复措施编码 LY.00.176 肺结核症状代码 LY.00.24 督导人员选择 LY.00.228 停止治疗原因代码 LY.00.43 疾病代码 LY.00.18 病人所属区域名称 LY.00.21 疾病分类代码 LY.00.8 信息类别名称 LY.00.119 事件等级代码 LY.00.224 医疗卫生机构类别代码 LY.00.10 事件信息来源代码 LY.00.150 主要症状代码 LY.00.7 信息类别 LY.00.44 父亲(母亲、兄弟姐妹、子女)患病代码 LY.00.45 饮酒频率代码 LY.00.127 指标数据来源 LY.00.132 随访次数代码 LY.00.136 特殊情况（左）编码 LY.00.137 体格发育评价代码 LY.00.138 外阴代码 LY.00.140 中医健康问答代码 LY.00.142 肿块（右）编码 LY.00.143 腺体（左）编码 LY.00.148 肿块（右）形状编码 LY.00.149 周围组织（左）编码 LY.00.155 新生儿听力筛查代码 LY.00.158 血流分布（左）编码 LY.00.160 边缘特征（左）编码 LY.00.162 病人处理过程代码 LY.00.164 初步诊断异常代码 LY.00.165 初步诊断印象编码 LY.00.167 从事专业类别代码 LY.00.173 导管内癌组织学特性（亚型）编码 LY.00.174 儿童体检年龄代码 LY.00.178 分泌物代码 LY.00.179 接种部位代码 LY.00.180 分泌物检查代码 LY.00.184 康复措施编码 LY.00.186 抗菌类药品分级 LY.00.187 钙化（左）内容编码 LY.00.188 可疑佝偻病体征代码 LY.00.190 口唇情况代码 LY.00.192 巩膜情况代码 LY.00.193 后方回声特征（左）编码 LY.00.195 累及其他组织情况编码 LY.00.196 患者类别编码 LY.00.197 淋巴管侵犯编码 LY.00.131 医疗卫生机构部门代码 LY.00.111 腺体（右）编码 LY.00.9 事件发生场所代码 LY.00.147 新生儿畸形代码 LY.00.213 皮肤编码 LY.00.214 全家每月总收入编码 LY.00.215 认识来源编码 LY.00.216 乳导管扩张（左）编码 LY.00.219 如厕评分 LY.00.251 肿瘤TNM分期代码 | 裴卓
20251021 | 1.5 | 1、LY.00.238 检查部位代码 (1)添加99-其它值域代码 2、LY.00.273 出入库方式 (1)添加07-退货出库值域代码 (2)添加99-其他出库值域代码 | 
20251129 | 1.6 | 1、新增LY.00.305 分娩方式； 2、新增LY.00.306 手术指征； 3、新增LY.00.307 分娩结局 | 

===== TABLE 2 =====
代码 | 名称 | 说明
ZA02B | 清热祛暑剂 | 
ZA02BA | 清热祛暑剂 | 
ZA02C | 健胃祛暑剂 | 
ZA02CA | 健胃祛暑剂 | 
ZA03 | 泻下剂 | 
ZA03A | 泻下剂 | 
ZA03AA | 泻下剂 | 
ZA04 | 清热剂 | 
ZA04A | 清热泻火剂 | 
ZA04AA | 清热泻火剂 | 
ZA04B | 清热解毒剂 | 
ZA04BA | 清热解毒剂 | 
ZA04C | 清脏腑热剂 | 
ZA04CA | 清热理肺剂 | 
ZA04CB | 清肝解毒剂 | 
ZA04CC | 清肝胆湿热剂 | 
ZA04CD | 清利肠胃湿热剂 | 
ZA04D | 清热镇惊剂 | 
ZA04DA | 清热镇惊剂 | 
ZA05 | 温里剂 | 
ZA05A | 温中散寒剂 | 
ZA05AA | 温中散寒剂 | 
ZA05AB | 温中除湿剂 | 
ZA05B | 回阳救逆剂 | 
ZA05BA | 回阳救逆剂 | 
ZA06 | 化痰、止咳、平喘剂 | 
ZA06A | 温化寒痰剂 | 
ZA06AA | 温化寒痰剂 | 
ZA06B | 理肺止咳剂 | 
ZA06BA | 理肺止咳剂 | 
ZA06C | 清热化痰剂 | 
ZA06CA | 清热化痰剂 | 
ZA06D | 润肺化痰剂 | 
ZA06DA | 润肺化痰剂 | 
ZA06E | 平喘剂 | 
ZA06EA | 平喘剂 | 
ZA06F | 涤痰逐饮剂 | 
ZA06FA | 涤痰逐饮剂 | 
ZA07 | 开窍剂 | 
ZA07A | 清热开窍剂 | 
ZA07AA | 清热开窍剂 | 
ZA07B | 芳香、化痰开窍剂 | 
ZA07BA | 芳香、化痰开窍剂 | 
ZA08 | 固涩剂 | 
ZA08A | 固精止遗剂 | 
ZA08AA | 固精止遗剂 | 
ZA08B | 固涩止泻剂 | 
ZA08BA | 固涩止泻剂 | 
ZA08C | 补肾缩尿剂 | 
ZA08CA | 补肾缩尿剂 | 
ZA09 | 扶正剂 | 
ZA09A | 补气剂 | 
ZA09AA | 健脾益气剂 | 
ZA09AB | 健脾和胃剂 | 
ZA09B | 养血剂 | 
ZA09BA | 养血剂 | 
ZA09C | 滋阴剂 | 
ZA09CA | 滋补肾阴剂 | 
ZA09CB | 滋补心肺剂 | 
ZA09CC | 滋补肝肾剂 | 
ZA09CD | 养阴清热、和胃剂 | 
ZA09D | 温阳剂 | 
ZA09DA | 温阳剂 | 
ZA09E | 阴阳双补剂 | 
ZA09EA | 阴阳双补剂 | 
ZA09F | 气血双补剂 | 
ZA09FA | 气血双补剂 | 
ZA09G | 益气养阴剂 | 
ZA09GA | 益气养阴剂 | 
ZA09H | 益气复脉剂 | 
ZA09HA | 益气复脉剂 | 
ZA09I | 益气温阳 | 
ZA09IA | 益气温阳 | 
ZA10 | 安神剂 | 
ZA10A | 养心安神剂 | 
ZA10AA | 养心安神剂 | 
ZA10B | 益气养血安神剂 | 
ZA10BA | 益气养血安神剂 | 
ZA10C | 清肝安神剂 | 
ZA10CA | 清肝安神剂 | 
ZA10D | 补肾安神剂 | 
ZA10DA | 补肾安神剂 | 
ZA10E | 重镇安神剂 | 
ZA10EA | 重镇安神剂 | 
ZA10F | 清心安神剂 | 
ZA10FA | 清心安神剂 | 
ZA11 | 止血剂 | 
ZA11A | 止血剂 | 
ZA11AA | 止血剂 | 
ZA12 | 祛瘀剂 | 
ZA12A | 益气活血剂 | 
ZA12AA | 益气活血剂 | 
ZA12B | 行气活血剂 | 
ZA12BA | 行气活血剂 | 
ZA12C | 养血活血剂 | 
ZA12CA | 养血活血剂 | 
ZA12D | 温阳活血剂 | 
ZA12DA | 温阳活血剂 | 
ZA12E | 滋阴活血剂 | 
ZA12EA | 滋阴活血剂 | 
ZA12F | 补肾活血剂 | 
ZA12FA | 补肾活血剂 | 
ZA12G | 化瘀宽胸剂 | 
ZA12GA | 化瘀宽胸剂 | 
ZA12H | 化瘀通脉剂 | 
ZA12HA | 化瘀通脉剂 | 
ZA12I | 活血消癥剂 | 
ZA12IA | 活血消癥剂 | 
ZA12J | 祛瘀化痰剂 | 
ZA12JA | 祛瘀化痰剂 | 
ZA13 | 理气剂 | 
ZA13A | 疏肝解郁剂 | 
ZA13AA | 疏肝解郁剂 | 
ZA13B | 疏肝和胃剂 | 
ZA13BA | 疏肝和胃剂 | 
ZA13C | 和胃止痛剂 | 
ZA13CA | 和胃止痛剂 | 
ZA13D | 行气理血 | 
ZA13DA | 行气理血 | 
ZA14 | 消导剂 | 
ZA14A | 消导剂 | 
ZA14AA | 消导剂 | 
ZA15 | 治风剂 | 
ZA15A | 疏散外风剂 | 
ZA15AA | 疏散外风剂 | 
ZA15B | 平肝熄风剂 | 
ZA15BA | 平肝熄风剂 | 
ZA15C | 平肝潜阳剂 | 
ZA15CA | 平肝潜阳剂 | 
ZA15D | 化痰熄风剂 | 
ZA15DA | 化痰熄风剂 | 
ZA15E | 化瘀祛风剂 | 
ZA15EA | 化瘀祛风剂 | 
ZA15F | 养血祛风剂 | 
ZA15FA | 养血祛风剂 | 
ZA15G | 祛风通络剂 | 
ZA15GA | 祛风通络剂 | 
ZA16 | 祛湿剂 | 
ZA16A | 散寒除湿剂 | 
ZA16AA | 散寒除湿剂 | 
ZA16B | 清热除湿剂 | 
ZA16BA | 清热除湿剂 | 
ZA16C | 祛风除湿剂 | 
ZA16CA | 祛风除湿剂 | 
ZA16D | 化瘀祛湿剂 | 
ZA16DA | 化瘀祛湿剂 | 
ZA16E | 消肿利水剂 | 
ZA16EA | 消肿利水剂 | 
ZA16F | 清热通淋剂 | 
ZA16FA | 清热通淋剂 | 
ZA16G | 化瘀通淋剂 | 
ZA16GA | 化瘀通淋剂 | 
ZA16H | 扶正祛湿剂 | 
ZA16HA | 扶正祛湿剂 | 
ZA17 | 化浊降脂剂 | 
ZA17A | 化浊降脂剂 | 
ZA17AA | 化浊降脂剂 | 
ZA18 | 杀虫剂 | 
ZA18A | 杀虫剂 | 
ZA18AA | 杀虫剂 | 
ZA80C | 滋阴剂 | 
ZA98C | 滋阴剂 | 
ZB | 外科用药 | 
ZB01 | 清热剂 | 
ZB01A | 清利肝胆剂 | 
ZB01AA | 清利肝胆剂 | 
ZB01B | 清热解毒剂 | 
ZB01BA | 清热解毒剂 | 
ZB01C | 清热利湿剂 | 
ZB01CA | 清热利湿剂 | 
ZB01D | 通淋消石剂 | 
ZB01DA | 通淋消石剂 | 
ZB02 | 温经理气活血散结剂 | 
ZB02A | 温经理气活血散结剂 | 
ZB02AA | 温经理气活血散结剂 | 
ZC | 肿瘤用药 | 
ZC01 | 抗肿瘤药 | 
ZC01A | 抗肿瘤药 | 
ZC01AA | 抗肿瘤药 | 
ZC02 | 肿瘤辅助用药 | 
ZC02A | 肿瘤辅助用药 | 
ZC02AA | 肿瘤辅助用药 | 
ZD | 妇科用药 | 
ZD01 | 理血剂 | 
ZD01A | 理气养血剂 | 
ZD01AA | 理气养血剂 | 
ZD01B | 活血化瘀剂 | 
ZD01BA | 活血化瘀剂 | 
ZD01C | 止血剂 | 
ZD01CA | 止血剂 | 
ZD02 | 清热剂 | 
ZD02A | 内服药 | 
ZD02AA | 内服药 | 
ZD02B | 外用药 | 
ZD02BA | 外用药 | 
ZD03 | 扶正剂 | 
ZD03A | 扶正剂 | 
ZD03AA | 扶正剂 | 
ZD04 | 消肿散结剂 | 
ZD04A | 消肿散结剂 | 
ZD04AA | 消肿散结剂 | 
ZE | 眼科用药 | 
ZE01 | 清热剂 | 
ZE01A | 清热剂 | 
ZE01AA | 清热剂 | 
ZE02 | 扶正剂 | 
ZE02A | 扶正剂 | 
ZE02AA | 扶正剂 | 
ZE03 | 祛瘀剂 | 
ZE03A | 祛瘀剂 | 
ZE03AA | 祛瘀剂 | 
ZF | 耳鼻喉科用药 | 
ZF01 | 耳病 | 
ZF01A | 耳病 | 
ZF01AA | 耳病 | 
ZF02 | 鼻病 | 
ZF02A | 鼻病 | 
ZF02AA | 鼻病 | 
ZF03 | 咽喉病 | 
ZF03A | 咽喉病 | 
ZF03AA | 咽喉病 | 
ZF04 | 牙病 | 
ZF04A | 牙病 | 
ZF04AA | 牙病 | 
ZF05 | 口腔病 | 
ZF05A | 口腔病 | 
ZF05AA | 口腔病 | 
ZG | 骨伤科用药 | 
ZG01 | 活血化瘀剂 | 
ZG01A | 内服药 | 
ZG01AA | 内服药 | 
ZG01B | 外用药 | 
ZG01BA | 外用药 | 
ZG02 | 活血通络剂 | 
ZG02A | 内服药 | 
ZG02AA | 内服药 | 
ZG02B | 外用药 | 
ZG02BA | 外用药 | 
ZG03 | 补肾壮骨剂 | 
ZG03A | 补肾壮骨剂 | 
ZG03AA | 补肾壮骨剂 | 
ZH | 皮肤科用药 | 
ZH01 | 皮肤科用药 | 
ZH01A | 皮肤科用药 | 
ZH01AA | 皮肤科用药 | 
ZI | 民族药 | 
ZI01 | 民族药 | 
ZI01A | 民族药 | 
ZI01AA | 民族药 | 
ZV | 其他 | 
ZV01 | 其他 | 
ZV01A | 其他 | 
ZV01AA | 其他 | 

===== TABLE 155 =====
代码 | 名称 | 说明
99999759 | 城镇职工长期护理保险基金 | 
99999781 | 卫健基金 | 
99999782 | 重大疾病基金 | 
99999783 | 医疗援助基金 | 
99999790 | 其他账户支付 | 
910101 | 农民工大病医疗保险基金 | 
910102 | 农民工大病医疗互助基金 | 
310900 | 免缴补充基金 | 
99999784 | 建国前老工人补助基金 | 
99999787 | 财政补充基金 | 
99999788 | 精防医疗补助 | 
99999785 | 家庭医生签约公共卫生服务专项基金 | 
320300 | 企业事业单位补充医疗保险基金 | 
999201 | 一般诊疗费统筹基金 | 
999202 | 核酸检测统筹基金 | 
99999772 | 返外地退休人员支出基金 | 
310203 | 个人本年账户基金 | 
310302 | 先行支付大额基金 | 
350102 | 荣军账户 | 
370201 | 高科技人才补充基金-公益补充 | 
390301 | 儿童统筹基金 | 
610107 | 医疗救助再救助基金 | 
640101 | 涟康保政策范围外基金 | 
999103 | 地厅人员财政补助基金 | 
999700 | 职工大病基金 | 
999701 | 特殊职工大病基金 | 
999718 | 先行支付统筹基金 | 
999900 | 特殊基金 | 
99999602 | 医院承担基金 | 
99999703 | 财政补助基金 | 
99999741 | 领导干部额外补充基金 | 
99999756 | 离休账户 | 
310600 | 基本医疗二次报销基金 | 
320400 | 公务员二次报销基金 | 
340103 | 中央离休基金 | 
99999704 | 优抚补助 | 
399100 | 医疗照顾人员补充基金 | 
620102 | 补充医疗保险基金 | 
999705 | 优抚基金 | 
999720 | 工会大额互助基金 | 
310301 | 职工大病补助基金（预付金） | 
390201 | 城乡居民大病医疗保险基金（预付金） | 
310601 | 社区门诊统筹基金 | 
310700 | 家属统筹医疗基金 | 
310802 | 家属统筹地方补充医疗保险基金 | 
310300 | 职工大病补助基金 | 
620100 | 特惠保补偿金 | 
390101 | 城乡居民基本医疗保险基金（预付金） | 
310102 | 职工门诊统筹基金 | 
640100 | 政府兜底基金 | 
390300 | 城乡居民大病补充保险基金 | 
310500 | 代缴基金（破产改制） | 
999109 | 农村低收入人口医疗补充保险 | 
99999737 | 职工大病补助基金 | 
390500 | 居民家庭账户金 | 
99999707 | 新冠肺炎核酸检测财政补助 | 
330200 | 职工意外伤害基金 | 
999996 | 医院垫付基金 | 
610200 | 优抚对象医疗补助基金 | 
370200 | 公益补充保险基金 | 
310101 | 城镇职工基本医疗保险统筹基金（预付金） | 
630100 | 医院减免金 | 
390102 | 居民门诊统筹基金 | 
310400 | 军转干部医疗补助基金 | 
390400 | 居民意外伤害基金 | 
320200 | 厅级干部补助基金 | 
410100 | 工伤保险基金 | 
340200 | 离休老工人门慢保障基金 | 
310100 | 城镇职工基本医疗保险统筹基金 | 
310200 | 城镇职工基本医疗保险个人账户基金 | 
320100 | 公务员医疗补助基金 | 
330100 | 大额医疗费用补助基金 | 
340100 | 离休人员医疗保障基金 | 
350100 | 一至六级残疾军人医疗补助基金 | 
370100 | 企业补充医疗保险基金 | 
390100 | 城乡居民基本医疗保险基金 | 
390200 | 城乡居民大病医疗保险基金 | 
510100 | 生育基金 | 
610100 | 医疗救助基金 | 
999997 | 其他基金 | 
650100 | 医惠保基金 | 

===== TABLE 156 =====
代码 | 名称 | 说明
3701 | 企业事业单位补充医疗保险 | 
39915 | 医疗照顾人员补充保险 | 
31001 | 城镇职工门诊基本医疗保险 | 
39001 | 城乡居民门诊基本医疗保险 | 
399 | 意外伤害医疗保险 | 
370 | 企业补充保险 | 
410 | 长期护理保险 | 
310 | 职工基本医疗保险 | 
320 | 公务员医疗补助 | 
330 | 大额医疗费用补助 | 
340 | 离休人员医疗保障 | 
350 | 一至六级残疾军人医疗补助 | 
390 | 城乡居民基本医疗保险 | 
510 | 生育保险 | 
610 | 贫困救助 | 全民健康平台
710 | 商业医疗保险 | 全民健康平台
810 | 全公费 | 全民健康平台
820 | 全自费 | 全民健康平台
99 | 其他 | 全民健康平台
39002 | 城乡居民大病医疗保险 | 三医联动

===== TABLE 157 =====
代码 | 名称 | 说明
01 | 盒 | 
02 | 瓶 | 
03 | 支 | 
04 | 板 | 
05 | 袋 | 
06 | 包 | 
07 | 桶 | 
08 | 碗 | 
09 | 壶 | 
10 | 枚 | 
11 | 听 | 
12 | 管 | 
13 | 盆 | 
14 | 套 | 
15 | 罐 | 
16 | 块 | 
17 | 条 | 
18 | 张 | 
19 | 箱 | 

===== TABLE 158 =====
代码 | 名称 | 说明
29 | 片 | 
30 | 粒 | 
31 | 支 | 
32 | 瓶 | 
33 | 袋 | 
34 | 丸 | 
35 | 枚 | 
36 | 贴 | 
37 | 锭 | 
38 | 块 | 
39 | 包 | 
40 | 个 | 
41 | 揿 | 
42 | 滴 | 
43 | 汤匙 | 
48 | 盒 | 
49 | 听 | 
B6 | 套 | 

===== TABLE 159 =====
代码 | 名称 | 说明
1001 | 综合医疗服务类 | 
1002 | 医技诊疗类 | 
1003 | 临床诊疗类 | 
1004 | 中医及民族医诊疗类 | 

===== TABLE 160 =====
代码 | 名称 | 说明
14 | 一级无等 | 
13 | 二级无等 | 
12 | 三级无等 | 
01 | 三级特等 | 
02 | 三级甲等 | 
03 | 三级乙等 | 
04 | 三级丙等 | 
05 | 二级甲等 | 
06 | 二级乙等 | 
07 | 二级丙等 | 
08 | 一级甲等 | 
09 | 一级乙等 | 
10 | 一级丙等 | 
11 | 无等级 | 

===== TABLE 161 =====
代码 | 名称 | 说明
100 | 内资 | 
110 | 国有全资 | 
120 | 集体全资 | 
130 | 股份合作 | 
140 | 联营 | 
141 | 国有联营 | 
142 | 集体联营 | 
143 | 国有与集体联营 | 
149 | 其他联营 | 
150 | 有限责任(公司) | 
151 | 国有独资(公司) | 
159 | 其他有限责任(公司) | 
160 | 股份有限(公司) | 
170 | 私有 | 
171 | 私有独资 | 
172 | 私有合伙 | 
173 | 私营有限责任(公司) | 
174 | 私营股份有限(公司) | 
175 | 个体经营 | 
179 | 其他私有 | 
190 | 其他内资 | 
200 | 港、澳、台投资 | 
210 | 内地和港、澳或台合资 | 
220 | 内地和港、澳或台合作 | 
230 | 港、澳或台独资 | 
240 | 澳、或台投资股份有限(公司) | 
290 | 其他港澳台投资 | 
300 | 国外投资 | 
310 | 中外合资 | 
320 | 中外合作 | 
330 | 外资 | 
340 | 国外投资股份有限(公司) | 
390 | 其他国外投资 | 
900 | 其他 | 

===== TABLE 162 =====
代码 | 名称 | 说明
9960 | 环卫工人缴费 | 
9903 | 个体工商户（无雇工） | 
15 | 企业破产改制虚拟单位 | 
9913 | 普通单位(双基数) | 
9902 | 困难企业(退休不缴费) | 
9915 | 军转干虚拟单位 | 
9906 | 改制企业 | 
9917 | 国资划账单位 | 
9908 | 改制企业按年交(含文体改制) | 
9912 | 原改制企业按困难企业对待 | 
9901 | 困难企业(退休缴费) | 
9914 | 再就业援助单位 | 
9904 | 对越作战 | 
9916 | 国资非划账单位 | 
9907 | 区县改制(市级统筹前改制单位) | 
9909 | 省市驻县单位 | 
01 | 普通单位 | 
02 | 灵活就业虚拟单位 | 
03 | 灵活就业托管虚拟单位 | 
04 | 被征地人员虚拟单位 | 
05 | 失业代缴医疗虚拟单位 | 
06 | 企业破产下岗职工虚拟单位 | 
07 | 离休人员虚拟单位 | 
08 | 居民虚拟单位-基层医保区划 | 
09 | 普通单位-分支机构 | 
10 | 居民虚拟单位-学校 | 
11 | 特困企业单位 | 
12 | 机关虚拟单位 | 
13 | 企业虚拟单位 | 
14 | 工伤代缴医疗虚拟单位 | 
99 | 其他 | 

===== TABLE 163 =====
代码 | 名称 | 说明
9030 | 民政低保人员专户 | 
9031 | 民政特困人员专户 | 
9032 | 民政特殊困难人员专户 | 
9033 | 民政优抚对象专户 | 
9034 | 离休干部配偶专户 | 
9035 | 残联重残人员专户 | 
9036 | 家庭虚拟户 | 
9037 | 医疗接续户 | 
9038 | 院校 | 
9039 | 中小学 | 
9040 | 福利机构 | 
9902 | 被征地人员虚拟单位 | 
995 | 离休 | 
9953 | 离休单位40%财政60% | 
9952 | 离休单位全额缴款 | 
994 | 军转企业 | 
05 | 市属困退 | 
02 | 困难企业 | 
9901 | 灵活就业 | 
9019 | 政府补贴人员 | 
91 | 民办非企业单位 | 
9016 | 省管单位 | 
8104 | 农民工单位 | 
1018 | 困难企业退休 | 
1017 | 普通单位(单位不缴个账) | 
1016 | 普通单位(不划个账) | 
1014 | 改制企业退休单位 | 
9018 | 改制退休企业 | 
10 | 企业 | 
30 | 机关 | 
50 | 事业单位 | 
55 | 全额拨款事业单位 | 
56 | 差额拨款事业单位 | 
57 | 自收自支事业单位 | 
70 | 社会团体 | 
81 | 个体工商户（有雇工的） | 
99 | 其他 | 
1002 | 企业-退休缴费 | 
1003 | 工业园区企业 | 
1004 | 改制企业 | 
1005 | 军转企业 | 
1006 | 特殊改制企业 | 
1007 | 困难企业 | 
1008 | 困难企业(4%) | 
1009 | 困难企业(6%) | 
1010 | 关闭破产企业 | 
1011 | 列入关闭计划企业 | 
1012 | 破产改制类单位 | 
3002 | 自收自支-退休缴费 | 
3003 | 义务教育与乡镇机关 | 
5002 | 教育全额事业 | 
5003 | 特殊事业单位 | 
5004 | 退休人员缴费事业单位 | 
5008 | 退休划转个人账户事业单位 | 
5009 | 改制事业单位 | 
8001 | 离休干部配偶单位 | 
8002 | 伤残军人类单位 | 
8003 | 1-6级残疾军人 | 
8004 | 7-10级残疾军人 | 
8005 | 自主择业军转干部 | 
8006 | 其他 | 
8007 | 4050人员 | 
8008 | 领取失业金人员 | 
8101 | 城镇个体工商户 | 
8102 | 灵活就业类单位 | 
8103 | 灵活就业单位 | 

===== TABLE 164 =====
代码 | 名称 | 说明
01 | 医生 | 
02 | 护士 | 
03 | 医技人员 | 
04 | 行政人员 | 
05 | 药师 | 
99 | 其他 | 

===== TABLE 165 =====
代码 | 名称 | 说明
9 | 其他 | 
0 | 否 | 
1 | 是 | 
990 | 帕利哌酮治疗标志 | 
991 | 棕榈帕利哌酮治疗标志 | 
997 | 中医适宜技术标志（针灸） | 
998 | 马替外分子备案标志 | 
999 | 高值药备案标志 | 
906 | 符合适应症按双通道管理药品处理标志 | 
907 | 符合适应症按普通乙类药品处理标志 | 
908 | 不符适应症按丙类处理标志 | 
992 | 非吗替麦考酚酯（4种特殊药品） | 
993 | 64层螺旋CT（单源） | 
994 | 64层螺旋CT（双源） | 
995 | 中医药（中药汤剂） | 
950 | 吗替麦考酚酯（4种特殊药品） | 
960 | 吗替麦考酚酯（未备案） | 
06 | 新冠用药 | 

===== TABLE 166 =====
代码 | 名称 | 说明
101 | 西药中成药 | 
102 | 中药饮片 | 
103 | 自制剂 | 
104 | 民族药 | 
201 | 医疗服务项目 | 
301 | 医用耗材 | 
501 | 长护服务项目 | 
105 | 其他 | 
106 | 中药颗粒 | 

===== TABLE 167 =====
代码 | 名称 | 说明
0 | 国家 | 
1 | 省(区、市)级 | 
2 | 地市级 | 
3 | 区县级 | 
4 | 乡镇街道 | 
5 | 社区/村 | 
6 | 村组 | 

===== TABLE 168 =====
代码 | 名称 | 说明
1 | 配偶 | 
2 | 子女 | 
4 | 孙子、孙女，或外孙子、外孙女 | 
5 | 父母 | 
6 | 祖父母或外祖父母 | 
7 | 兄、弟、姐、妹 | 
8 | 其他亲属 | 
9 | 非亲属 | 

===== TABLE 169 =====
代码 | 名称 | 说明
0 | 未审核 | 
1 | 审核通过 | 
2 | 审核不通过 | 
3 | 已撤销 | 
4 | 已回退 | 
5 | 初审通过 | 
6 | 初审不通过 | 
7 | 审批通过 | 
8 | 审批不通过 | 
9 | 其他 | 
908 | 已注销 | 
10 | 复核通过 | 
11 | 复核不通过 | 
909 | 支付回退 | 

===== TABLE 170 =====
代码 | 名称 | 说明
1 | 非异地安置 | 
2 | 省内异地安置 | 
3 | 省外异地安置 | 
4 | 省内正常转外就医 | 
5 | 省外正常转外就医 | 
6 | 省内自行转外就医 | 
7 | 省外自行转外就医 | 

===== TABLE 171 =====
代码 | 名称 | 说明
1 | 口服 | 经口吞服药物
2 | 直肠给药 | 将药物经肛门塞入或注入直肠
3 | 舌下给药 | 将药物置于舌下/颊部的给药方法
4 | 注射给药 | 将药物经过表皮注入体内
401 | 皮下注射 | 将药物注射于皮下组织
402 | 皮内注射 | 将药物注射于皮内组织
403 | 肌肉注射 | 将药物注射于肌肉组织内
404 | 静脉注射或静脉滴注 | 将药物注入静脉血管内
405 | 鞘内注射 | 通过腰穿将药物直接注入蛛网膜下腔，从而使药物弥散在脑脊液中
5 | 吸入给药 | 将药物呈雾状物而由呼吸道吸入
6 | 局部用药 | 主要发挥局部作用的给药方法
601 | 椎管内给药 | 将药物注入椎管内
602 | 关节腔内给药 | 将药物注入关节腔内
603 | 胸膜腔给药 | 将药物注入胸膜腔内
604 | 腹腔给药 | 将药物注入腹腔内
605 | 阴道用药 | 将药物置于阴道中
606 | 滴眼 | 将药物经眼滴入
607 | 滴鼻 | 将药物经鼻滴入
608 | 喷喉 | 将药物喷于喉部粘膜表面
609 | 含化 | 将药物置于口腔内含化
610 | 敷伤口 | 将药物直接敷于伤口表面
611 | 擦皮肤 | 用药物擦拭皮肤
6XX | 局部用药扩充内容 | 
699 | 其他局部给药途径 | 其他局部用药途径
7 | 经皮用药 | 药物经由皮肤吸收进入人体
9 | 其他给药途径 | 增补的用药途径内容

===== TABLE 172 =====
代码 | 名称 | 说明
6 | 市内异地 | 
1 | 中心 | 
2 | 医疗机构 | 
3 | 省内异地 | 
4 | 跨省异地 | 
5 | 互联网医院 | 

===== TABLE 173 =====
代码 | 名称 | 说明
000 | 共付段 | 
001 | 比例上下浮动 | 
101 | 全自费 | 
102 | 乙类先自付 | 
103 | 超限额自付 | 

===== TABLE 174 =====
代码 | 名称 | 说明
1 | 一级 | 
2 | 二级 | 
3 | 三级 | 
9 | 未定级 | 

===== TABLE 175 =====
代码 | 名称 | 说明
1 | 诚信 | 
2 | 基本诚信 | 
3 | 轻微失信 | 
4 | 严重失信 | 

